id,semantic_groups,preflabel,name,synonyms,description
ensembl:ENSG00000261693,NA,ensembl:ENSG00000261693,NA,NA,NA
ensembl:ENSG00000260750,NA,ensembl:ENSG00000260750,NA,NA,NA
HGNC:22941,GENE,NLRP9,NLR family pyrin domain containing 9,CLR19.1|NALP9|NOD6|PAN12,"The protein encoded by this gene belongs to the NALP protein family. Members of the NALP protein family typically contain a NACHT domain, a NACHT-associated domain (NAD), a C-terminal leucine-rich repeat (LRR) region, and an N-terminal pyrin domain (PYD). This protein may play a regulatory role in the innate immune system as similar family members belong to the signal-induced multiprotein complex, the inflammasome, that activates the pro-inflammatory caspases, caspase-1 and caspase-5. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000237629,NA,ensembl:ENSG00000237629,ubiquinol-cytochrome c reductase hinge protein pseudogene 2,NA,NA
HGNC:6463,GENE,KRT86,keratin 86,HB6|Hb1|K86|KRTHB1|KRTHB6|MNX,"This gene encodes a type II keratin protein, which heterodimerizes with type I keratins to form hair and nails. This gene is present in a cluster of related genes and pseudogenes on chromosome 12. Mutations in this gene have been observed in patients with the hair disease monilethrix. [provided by RefSeq, Feb 2016]."
ensembl:ENSG00000236455,NA,ensembl:ENSG00000236455,NA,NA,NA
HGNC:24739,GENE,NKPD1,NTPase KAP family P-loop domain containing 1,NA,NA
HGNC:23677,GENE,C9orf50,chromosome 9 open reading frame 50,NA,NA
HGNC:3555,GENE,FABP1,fatty acid binding protein 1,FABPL|L-FABP,"This gene encodes the fatty acid binding protein found in liver. Fatty acid binding proteins are a family of small, highly conserved, cytoplasmic proteins that bind long-chain fatty acids and other hydrophobic ligands. This protein and FABP6 (the ileal fatty acid binding protein) are also able to bind bile acids. It is thought that FABPs roles include fatty acid uptake, transport, and metabolism. [provided by RefSeq, Mar 2011]."
ensembl:ENSG00000261173,NA,ensembl:ENSG00000261173,NA,NA,NA
HGNC:51381,GENE,AC005356.1,GLIS2 antisense RNA 1,NA,NA
ensembl:ENSG00000232600,NA,ensembl:ENSG00000232600,TONSL antisense RNA 1,NA,NA
ensembl:ENSG00000253350,NA,ensembl:ENSG00000253350,NA,NA,NA
ensembl:ENSG00000227172,NA,ensembl:ENSG00000227172,NA,NA,NA
ensembl:ENSG00000235370,NA,ensembl:ENSG00000235370,dynamin 1 pseudogene 51,NA,NA
ensembl:ENSG00000243267,NA,ensembl:ENSG00000243267,"RNA, 7SL, cytoplasmic 614, pseudogene",NA,NA
ensembl:ENSG00000264985,NA,ensembl:ENSG00000264985,uncharacterized LOC101928251,NA,NA
ensembl:ENSG00000228415,NA,ensembl:ENSG00000228415,prothymosin alpha pseudogene 1,NA,NA
HGNC:31399,GENE,SLC6A17,solute carrier family 6 member 17,MRT48|NTT4,"The protein encoded by this gene is a member of the SLC6 family of transporters, which are responsible for the presynaptic uptake of most neurotransmitters. The encoded vesicular transporter is selective for proline, glycine, leucine and alanine. In mouse, the strongest expression of this gene was in cortical and hippocampal tissues where expression increased during embryonic brain development and peaked postnatally. Defects in this gene cause a form of autosomal recessive intellectual disability. [provided by RefSeq, Jul 2017]."
ensembl:ENSG00000201499,NA,ensembl:ENSG00000201499,"RNA, U6 small nuclear 312, pseudogene",NA,NA
ensembl:ENSG00000269883,NA,ensembl:ENSG00000269883,NA,NA,NA
HGNC:477,GENE,AMY2A,amylase alpha 2A,AMY2|PA,"This gene encodes a member of the alpha-amylase family of proteins. Amylases are secreted proteins that hydrolyze 1,4-alpha-glucoside bonds in oligosaccharides and polysaccharides, catalyzing the first step in digestion of dietary starch and glycogen. This gene and several family members are present in a gene cluster on chromosome 1. This gene encodes an amylase isoenzyme produced by the pancreas. [provided by RefSeq, Jan 2015]."
ensembl:ENSG00000227233,NA,ensembl:ENSG00000227233,capicua transcriptional repressor pseudogene 17,NA,NA
ensembl:ENSG00000254664,NA,ensembl:ENSG00000254664,NA,NA,NA
HGNC:1621,GENE,CCT6B,chaperonin containing TCP1 subunit 6B,CCT-zeta-2|CCTZ-2|Cctz2|TCP-1-zeta-2|TSA303,"This gene encodes a molecular chaperone that is a member of the chaperonin-containing TCP1 complex (CCT), also known as the TCP1 ring complex (TRiC). This complex consists of two identical stacked rings, each containing eight different proteins. Unfolded polypeptides enter the central cavity of the complex and are folded in an ATP-dependent manner. The complex folds various proteins, including actin and tubulin. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2015]."
ensembl:ENSG00000228549,NA,ensembl:ENSG00000228549,uncharacterized LOC112267871,NA,NA
HGNC:35316,GENE,MIR1250,microRNA 1250,MIRN1250|hsa-mir-1250|mir-1250,"microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]."
HGNC:21226,GENE,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,FIGLER2|KIAA1246|SALM1,NA
HGNC:13886,GENE,ABCG5,ATP binding cassette subfamily G member 5,STSL|STSL2,"The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the White subfamily. The protein encoded by this gene functions as a half-transporter to limit intestinal absorption and promote biliary excretion of sterols. It is expressed in a tissue-specific manner in the liver, colon, and intestine. This gene is tandemly arrayed on chromosome 2, in a head-to-head orientation with family member ABCG8. Mutations in this gene may contribute to sterol accumulation and atheroschlerosis, and have been observed in patients with sitosterolemia. [provided by RefSeq, Jul 2008]."
HGNC:10827,GENE,SH3BP5,SH3 domain binding protein 5,SAB|SH3BP-5,NA
HGNC:34548,GENE,MYADML2,myeloid associated differentiation marker like 2,NA,NA
ensembl:ENSG00000205246,NA,ensembl:ENSG00000205246,NA,NA,NA
ensembl:ENSG00000224963,NA,ensembl:ENSG00000224963,"extracellular matrix protein X-linked, pseudogene",NA,NA
ensembl:ENSG00000226377,NA,ensembl:ENSG00000226377,NA,NA,NA
HGNC:1820,GENE,CEACAM8,CEA cell adhesion molecule 8,CD66b|CD67|CGM6|NCA-95,NA
ensembl:ENSG00000267512,NA,ensembl:ENSG00000267512,NA,NA,NA
HGNC:11779,GENE,TGM3,transglutaminase 3,TGE|UHS2,"Transglutaminases are enzymes that catalyze the crosslinking of proteins by epsilon-gamma glutamyl lysine isopeptide bonds. While the primary structure of transglutaminases is not conserved, they all have the same amino acid sequence at their active sites and their activity is calcium-dependent. The protein encoded by this gene consists of two polypeptide chains activated from a single precursor protein by proteolysis. The encoded protein is involved the later stages of cell envelope formation in the epidermis and hair follicle. [provided by RefSeq, Jul 2008]."
HGNC:42784,GENE,TEX26-AS1,TEX26 antisense RNA 1,LINC00447,NA
HGNC:1976,GENE,CIDEA,cell death inducing DFFA like effector a,CIDE-A,"This gene encodes the homolog of the mouse protein Cidea that has been shown to activate apoptosis. This activation of apoptosis is inhibited by the DNA fragmentation factor DFF45 but not by caspase inhibitors. Mice that lack functional Cidea have higher metabolic rates, higher lipolysis in brown adipose tissue and higher core body temperatures when subjected to cold. These mice are also resistant to diet-induced obesity and diabetes. This suggests that in mice this gene product plays a role in thermogenesis and lipolysis. Alternatively spliced transcripts have been identified. [provided by RefSeq, Aug 2010]."
HGNC:44162,GENE,SRRM2-AS1,SRRM2 antisense RNA 1,NA,NA
HGNC:51838,GENE,RP11-686G8.2,ATXN2 antisense RNA,NA,NA
ensembl:ENSG00000266242,NA,ensembl:ENSG00000266242,GRAM domain containing 4 pseudogene 7,NA,NA
HGNC:23730,GENE,GPRIN2,G protein regulated inducer of neurite outgrowth 2,GRIN2|KIAA0514,NA
ensembl:ENSG00000216740,NA,ensembl:ENSG00000216740,annexin A2 pseudogene 3,NA,NA
HGNC:15475,GENE,PRSS27,serine protease 27,CAPH2|MPN,"This gene is located within a large protease gene cluster on chromosome 16. It belongs to the group-1 subfamily of serine proteases. The encoded protein is a secreted tryptic serine protease and is expressed mainly in the pancreas. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2016]."
HGNC:13805,GENE,NEUROG2,neurogenin 2,Atoh4|Math4A|NGN2|bHLHa8|ngn-2,"This gene encodes a neural-specific basic helix-loop-helix (bHLH) transcription factor that can specify a neuronal fate on ectodermal cells and is expressed in neural progenitor cells within the developing central and peripheral nervous systems. The protein product of this gene also plays a role in the differentiation and survival of midbrain dopaminergic neurons. [provided by RefSeq, Apr 2012]."
ensembl:ENSG00000256596,NA,ensembl:ENSG00000256596,NA,NA,NA
HGNC:51152,GENE,AC073128.10,long intergenic non-protein coding RNA 1494,NA,NA
ensembl:ENSG00000249106,NA,ensembl:ENSG00000249106,uncharacterized LOC101928590,NA,NA
ensembl:ENSG00000222044,NA,ensembl:ENSG00000222044,NA,NA,NA
HGNC:4519,GENE,GPR68,G protein-coupled receptor 68,AI2A6|GPR12A|OGR1,"The protein encoded by this gene is a G protein-coupled receptor for sphingosylphosphorylcholine. The encoded protein is a proton-sensing receptor, inactive at pH 7.8 but active at pH 6.8. Mutations in this gene are a cause of amelogenesis imperfecta. [provided by RefSeq, Feb 2017]."
ensembl:ENSG00000224807,NA,ensembl:ENSG00000224807,double homeobox 4 like 9 (pseudogene),NA,NA
HGNC:26634,GENE,KLHL34,kelch like family member 34,NA,NA
ensembl:ENSG00000213411,NA,ensembl:ENSG00000213411,RNA binding motif protein 22 pseudogene 2,NA,NA
ensembl:ENSG00000265683,NA,ensembl:ENSG00000265683,synaptophysin like 1 pseudogene 2,NA,NA
ensembl:ENSG00000235705,NA,ensembl:ENSG00000235705,uncharacterized LOC729815,NA,NA
ensembl:ENSG00000270079,NA,ensembl:ENSG00000270079,NA,NA,NA
HGNC:18655,GENE,SEC14L3,SEC14 like lipid binding 3,TAP2,"The protein encoded by this gene is highly similar to the protein encoded by the Saccharomyces cerevisiae SEC14 gene. The SEC14 protein is a phophatidylinositol transfer protein that is essential for biogenesis of Golgi-derived transport vesicles, and thus is required for the export of yeast secretory proteins from the Golgi complex. The specific function of this protein has not yet been determined. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Jul 2012]."
HGNC:37192,GENE,LINC00184,long intergenic non-protein coding RNA 184,HANC|NCRNA00184,NA
HGNC:27718,GENE,RP11-407B7.1,long intergenic non-protein coding RNA 2028,NA,NA
HGNC:14449,GENE,OPN4,opsin 4,MOP,"Opsins are members of the guanine nucleotide-binding protein (G protein)-coupled receptor superfamily. This gene encodes a photoreceptive opsin protein that is expressed within the ganglion and amacrine cell layers of the retina. In mouse, retinal ganglion cell axons expressing this gene projected to the suprachiasmatic nucleus and other brain nuclei involved in circadian photoentrainment. In mouse, this protein is coupled to a transient receptor potential (TRP) ion channel through a G protein signaling pathway and produces a physiologic light response via membrane depolarization and increased intracellular calcium. The protein functions as a sensory photopigment and may also have photoisomerase activity. Experiments with knockout mice indicate that this gene attenuates, but does not abolish, photoentrainment. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000270810,NA,ensembl:ENSG00000270810,NA,NA,NA
ensembl:ENSG00000125997,NA,ensembl:ENSG00000125997,"BPI fold containing family B member 9, pseudogene",NA,NA
ensembl:ENSG00000237259,NA,ensembl:ENSG00000237259,ZNF133 antisense RNA 1,NA,NA
ensembl:ENSG00000214110,NA,ensembl:ENSG00000214110,lactate dehydrogenase A pseudogene 4,NA,NA
HGNC:54,GENE,ABCC3,ATP binding cassette subfamily C member 3,ABC31|EST90757|MLP2|MOAT-D|MRP3|cMOAT2,"The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MRP subfamily which is involved in multi-drug resistance. The specific function of this protein has not yet been determined; however, this protein may play a role in the transport of biliary and intestinal excretion of organic anions. Alternatively spliced variants which encode different protein isoforms have been described; however, not all variants have been fully characterized. [provided by RefSeq, Jul 2008]."
ensembl:ENSG00000250072,NA,ensembl:ENSG00000250072,SH3TC2 divergent transcript,NA,NA
ensembl:ENSG00000182319,NA,ensembl:ENSG00000182319,NA,NA,NA
ensembl:ENSG00000104725,NA,ensembl:ENSG00000104725,NA,NA,NA
ensembl:ENSG00000270781,NA,ensembl:ENSG00000270781,NA,NA,NA
ensembl:ENSG00000252973,NA,ensembl:ENSG00000252973,"RNA, U6 small nuclear 1028, pseudogene",NA,NA
HGNC:31860,GENE,FAM53A,family with sequence similarity 53 member A,DNTNP,NA
ensembl:ENSG00000253347,NA,ensembl:ENSG00000253347,NA,NA,NA
HGNC:7607,GENE,MYO7B,myosin VIIB,NA,"The protein encoded by this gene is found in brush border microvilli of epithelial cells in the intestines and kidneys. The encoded protein is involved in linking protocadherins to the actin cytoskeleton and is essential for proper microvilli function. This protein aids in the accumulation of intermicrovillar adhesion components such as harmonin and ANKS4B, and this accumulation is necessary for normal brush border action. [provided by RefSeq, Jan 2017]."
HGNC:30459,GENE,FADS6,fatty acid desaturase 6,FP18279,NA
HGNC:53220,GENE,RP11-406A9.2,long intergenic non-protein coding RNA 2301,NA,NA
HGNC:7750,GENE,NELL1,neural EGFL like 1,IDH3GL|NRP1,"This gene encodes a cytoplasmic protein that contains epidermal growth factor (EGF)-like repeats. The encoded heterotrimeric protein may be involved in cell growth regulation and differentiation. A similar protein in rodents is involved in craniosynostosis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2013]."
